asin,text,title,location_and_date,verified,rating
B00NLZUM36,My GrandSon Loves the keyboard.,My GrandSon is Happy ❤️,"Reviewed in the United States 🇺🇸 on March 20, 2023",True,5.0
B00NLZUM36,My son uses this setup for his PC games.  he loves it.,the same as the expensive keyboards,"Reviewed in the United States 🇺🇸 on March 14, 2023",True,5.0
B00NLZUM36,The keys sound good the mouse is actually bigger than expected and clicks smoothly. Love the lights and dont have any problems with it.,Amazing,"Reviewed in the United States 🇺🇸 on March 6, 2023",True,5.0
B00NLZUM36,You get what you pay for. Mouse dpi seems slow though. Couldn't adjust or it would have been 5 stars.,Great for the price,"Reviewed in the United States 🇺🇸 on February 24, 2023",True,4.0
B00NLZUM36,I have definitely enjoyed my purchase of the keyboard. It has exceeded all expectations. The mouse is awesome.,Great keyboard,"Reviewed in the United States 🇺🇸 on March 6, 2023",True,5.0
B00NLZUM36,I like the keyboard and the mouse.  Probably more the mouse as it is just the colors I wanted the keyboard would be better if you could eliminate colors you don't want.  The different patterns are nice though.,Neat keyboard and mouse,"Reviewed in the United States 🇺🇸 on February 18, 2023",True,5.0
B00NLZUM36,This keyboard is smooth and easy to use. Colors are pretty bright. Easy to game with!,Smooth & Easy To Use,"Reviewed in the United States 🇺🇸 on March 3, 2023",True,5.0
B00NLZUM36,"I like the different lighting functions, but honestly I don’t mess with the different functions too much. The mouse is smooth and fits nicely in my hand. The mouse goes on sporadically even when the computer is off, maybe I’m doing something wrong but I usually just unplug and plug back in. The keys on the keyboard are comfortable. Good set up.",Good keyboard,"Reviewed in the United States 🇺🇸 on February 5, 2023",True,5.0
B00NLZUM36,"Kind of soft / quiet keys, yet appears tough. No complains.",no issues,"Reviewed in the United States 🇺🇸 on March 6, 2023",True,5.0
B00NLZUM36,"Estoy satisfecha con la compra, se puede modificar fácil la intensidad y color de las teclas hasta el momento ha funcionado muy bien, tanto el teclado, como el mouse. Puedo digitar a buena velocidad sin ghosting.","Tal como se promociona, el sonido de las teclas es discreto, pero satisfactorio","Reviewed in the United States 🇺🇸 on February 13, 2023",True,5.0
