asin,text,title,location_and_date,verified,rating
B09P7ZK4CJ,"Update: sometimes there will be very notable smear when moving objects in games. It's not always the case, but it's annoying whenever it appears. The situation didn't replicate itself on the original screen of my laptop, so I'll assume it's the monitor's fault.=======================================================So I bought two of these monitors to build a dual monitor setup. Long story short, as monitors, they work not badly so far, in the standard of a non-professional user. The picture was blurry at first, but then I noticed that I simply forgot to remove the plastic film on it.They worked just as great as my old ASUS monitor, or I guess so. My old one's been broken for a long time and I can't really compare them anyway. I connected one monitor with HDMI and another with a mini DP port. The mini DP-connected monitor seems to support 165 HZ, which I have no idea whether it's because individual product differences or because I connected with DP instead of HDMI.There are no major issues so far, but there are minor flaws. Not the quality, but the design. First of all, this monitor does not have a built-in speaker, instead, it has a headphone jack. This is no big issue to me since I usually prefer my headphone, but just in case you're building your own PC, you might want separate speakers. It does automatically become your default audio device and is sometimes annoying, but I guess it's not really *this* monitor's issue, but rather a general problem.The second issue is that, remember I said there's plastic film attached to the monitor when it arrives? when you remove it, the bottom of the film is... clamped on the bottom of the monitor. So when the film is removed, you will get a sheet of film that is flat on three sides, but the last side is torn in a jagged shape. Uh, I guess nobody would ever care about this?The third issue, the monitor is kinda thin. Besides the center bottom, this is a thin and big monitor. It's cool when you put it on your table, but my dual monitor setup is installed on a monitor mount. Each time I adjust the angle, I'm worried about damaging it. Not a big deal if you're using the stand included in the package.",More than I would expect,"Reviewed in the United States on March 18, 2023",True,4.0
B09P7ZK4CJ,"I really liked this monitor, high refresh rate, DP for my GPU, the only downsides I've noticed thus far is that:1. it comes default with a really dark contrast2. when I use it for extended periods of time it starts to ""flicker"" like the brightness is constantly adjusting itself3. the feet are really low on the back of the monitor meaning that the arm mount is also low, so its way out of line with my other monitor4. the buttons are less intuitive than they could be, they're put on the back in a straight line and not labeled very clearly so adjusting picture quality and color etc. is a little challenging to people who don't know which button is wereall in all great monitor would definitely buy again, but for a first time monitor I'd definitely recommend a different more versatile one",good quality and gaming performance,"Reviewed in the United States on March 22, 2023",True,4.0
B09P7ZK4CJ,"OverviewNice graphics (1440p) and refresh rate (up to 144Hz with included HDMI) for a $180 27"" curved monitor. I was skeptical because similar monitors cost around $250, but in spite of this monitor's quirks, I still think it's a good deal.Bugs encounteredThe screen flickers non-stop when both FreeSync is on and I switch out of a full screen game. Not a problem when FreeSync is off.When I leave my connected laptop on lock screen and return after several minutes, the monitor will flicker with a black screen persistently. Solved by putting my laptop on sleep mode instead.ConclusionI'm just an average gamer and YouTube watcher, so this monitor meets my needs and the screen looks great. Will consider upgrading to a 32"" curved monitor from a more reputable brand eventually, but for now this is more than satisfactory.",Nice but Buggy,"Reviewed in the United States on March 16, 2023",True,4.0
B09P7ZK4CJ,"I am incredibly pleased that i bought this monitor , Shipping was quick , I bought it during the Amazon Deal Of The Day , and got it for 23% less than it typically sells for. I am amazed at the ease of setting up, the color , and the overall build quality as well. It is attractive and easy on the eyes. Everything set up perfectly in Home built box with ASUS Z370 Pro Gamer mobo, and Windows 11 latest build  ( 22 H2 and patched this week ) Very pleased , I hope in time this year i can buy a 2nd one to make a nice console. But for now this is so incredible and is my first screen purchase since 2011.  VERY PLEASED","Bought For Photographic Editing With Large Megapixel Images , Huge Files Zoom Right Open FAST FAST","Reviewed in the United States on March 18, 2023",True,5.0
B09P7ZK4CJ,"I've had this monitor for a little while now and so far so good, I use it mostly for gaming, Competitive FPS games in particular (Valorant, Apex, etc.), I have used it for some video editing and photoshop work but I haven't color corrected this panel yet so I'm not too sure on the color preproduction on this panel. One thing that I've noticed is that white text on a dark background will occasionally have significant chromatic aberration, the way to fix this is by turning freesync on then off again in the monitor settings, also make sure your ClearType settings are correct in windows. This is the reason I gave the Picture Quality section a 4/5 star review. otherwise I'm a happy camper with my purchase.",For the price you get a lot of bang for you buck,"Reviewed in the United States on March 5, 2023",True,5.0
B09P7ZK4CJ,"Starting with the monitor itself, it's nice. I got my first one during the Black Friday Sale for a pretty good price. Once I got it hooked up with my gaming laptop, it certainly was relatively smooth. After being satisfied with it, I ordered a second one for the good old dual-display feature. But the first monitor I ordered had an awful bug where you could see annoying lines around the screen's surface. It was a different model since it had an extra USB port in the back compared to my first order. So I returned it. After getting the replacement today, I can see the new one is the same model with fewer bugs.I know it's different from the adapter since I tried both old and new screens with a cheaper and more expensive one twice. And there can't be any severe visual issues since my gaming laptop is perfect.I don't know. But what I can say overall about this product is that it's a very good Black Friday deal. It has extremely great Hz and visuals but lacks compatibility with other screens. I'm not planning on returning the newer screen just because the bugs aren't as bad. But I'll probably buy some better screens eventually.","Pretty good monitor, small bugs","Reviewed in the United States on January 4, 2023",True,4.0
B09P7ZK4CJ,"First, let me tell you that the sellers of this product are great and even worked with me over the weekend because the Amazon delivery man just threw the box on my porch leaving one of them damaged.  Since Amazon stores, packages, and delivers, please don't blame the seller if you receive a damaged product.  The monitors are great for gaming and doing my job as a software engineer.  They look very slick and perform well.  I would highly recommend the product and seller.",The monitors are great for gaming and doing my job as a software engineer.,"Reviewed in the United States on March 14, 2023",True,5.0
B09P7ZK4CJ,"Classic example of you get what you pay for. The image isn't too bad. You have to cycle through mods to find which one works best and adjust settings. Even at 165hz, this has some bad mouse ghosting. I use this primarily for work. The only time I notice the mouse ghosting is on dark backgrounds, Spotify for example. The stand is the only part that truly bugs me. I'm just typing and it wobbles around. It is not a good design, it is not stable. I'm a little concerned this thing is gonna break one day from how much it moves. So if you game with this, and hit your desk, you're in for it. My recommendation is if you want quality go for something else. In my case, I'm fine with it. I saved money and I'm really not using this for gaming so I don't have an issue with it.",Budget Monitor,"Reviewed in the United States on January 9, 2023",True,4.0
B09P7ZK4CJ,"Great product, got to me a few days late though, so don't pay extra, they'll still have it show up late","Works great, slow shipping though.","Reviewed in the United States on March 20, 2023",True,4.0
B09P7ZK4CJ,"Got it about 3 weeks ago and I’ve loved it; I think a cluster of my pixels died overnight though, it’s not on the screen and I’ve tried restarting the monitor",Works well for cheap,"Reviewed in the United States on March 13, 2023",True,4.0
