asin,text,title,location_and_date,verified,rating
B09RB9Z4Z2,"I purchased the GE67 HX with the OLED panel back in early December 2022 but I wanted to use it for at least two months before writing my review. I'm happy to say the laptop has been solid from the start. It's especially great for gaming, given the OLED panel's 240hz refresh rate and super low response times. I bought the MSI to replace my 2019 Razer Blade 15, also with an OLED panel but with slower refresh rate because 2019. I went with MSI this time because it was a good deal and also I wanted a thicker laptop with more room for cooling. Sure the fans get loud during gaming but the performance is absolutely top notch in fast fps games and this MSI averages temps that are quite a bit cooler on average (I monitor these with Throttlestop and Afterburner) than my 2019 super thin Razer Blade 15. I use both on a laptop stands while gaming for the best airflow. If the fans are too loud for you, MSI also allows you to set custom fan profiles in MSI center so you can adjust based on your preferences. Overall this MSI is a solid choice for the gamer or person who wants a portable workstation PC.",Powerful laptop with the best screen (240hz OLED 1ms) for gaming.,"Reviewed in the United States 🇺🇸 on February 17, 2023",True,5.0
B09RB9Z4Z2,"Pros:Fantastic Performance!Good overall quality!Cons:Bad Mic voice quality.Fan often spin up like crazy even in idle.Not too long battery life (probably caused by intel 12900H, not MSI's fault)","Pros: Fantastic Performance, Cons: Bad Mic voice quality, Fan often spin like crazy even in idle","Reviewed in the United States 🇺🇸 on May 26, 2022",True,4.0
B09RB9Z4Z2,"Saw so many video reviews on Youtube before buying; the main gripes were the screen isn't bright enough, and the fans are too loud.Reports of <400 nits brightness are WRONG.  This unit is rated at and delivers 600 nits, with 500 nits being the industry average, its above.  There is (was) a bug with MSI True Color washing out the HDR, but there is (was) a fix that is well documented by MSI.  I fixed mine in minutes.  HDR content is awesome and dynamic, and the OLED screen is just intoxicating.  You won't want to look at an LED screen again.To address the fan loudness issue, unless you are playing a AAA game with ultra settings, this will not be an issue.  Chances are you will have an external sound source or headphones, so it won't matter anyway.Leading into this: The only small gripe I have with this laptop is that the built in speakers are not very loud at all.  They are usable and sound fine, but you will want to get your sound from somewhere else when it is convenient.Otherwise, this thing crushes games and is a great machine all around, and I cannot say enough how amazing the 120Hz OLED screen is for gaming.  It is so smooth.  I don't want to play at 60Hz ever again!Without going to the super-expensive range of laptop out there, this one is a deal for under $2500.  Buy it, you deserve it!",My new favorite electronic device!,"Reviewed in the United States 🇺🇸 on December 16, 2022",True,5.0
B09RB9Z4Z2,Everything was fine got what it described just to let you know I had to uninstall the display driver and install it again along mith msi true color since the screen was looking almost white compared to my desktop screen. But once you do that it is great! Very good actually! playing games in ultra and getting over 150 fps. Just have to make sure you update all the drivers and graphics drivers. The fan noise is noticible but it maintains good temps. Highly recommend. If I get any issue I will update the review.,Very good.,"Reviewed in the United States 🇺🇸 on January 22, 2023",True,5.0
B09RB9Z4Z2,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     There is basically nothing wrong with this laptop. The only drawback is that it is super hot!!! I'm afraid it will explode! I'm hesitant to return it now.There is no problem with the computer playing games. When I was repairing the photos later, I found that there was light leakage on the monitor! Upper left! There are also red spots. There are two blue spots in the middle! I can't stand this!!! You can give me the refurbished machine?!!!",The heat dissipation of the computer is too bad! The temperature is too high.,"Reviewed in the United States 🇺🇸 on December 4, 2022",True,3.0
B09RB9Z4Z2,"Fast, beautiful screen, lovely keyboard, 3 USB ports, Windows. I'm in love.",10/10 even though I got when it was $2100,"Reviewed in the United States 🇺🇸 on March 6, 2023",True,5.0
B09RB9Z4Z2,I wish I could be more descriptive. I don't have the games or internet level this laptop can handle. Glad I spent the money that I did though! If I had to buy this laptop again it would be this one!  Love it for gaming! The display is incredible! I suspect you should have a plug nearby after an hour or two of gaming. Which is fine for me. Not sure if the fan be to noticeable during a movie?,Very happy!!,"Reviewed in the United States 🇺🇸 on January 19, 2023",True,5.0
B09RB9Z4Z2,"This is one of two laptops that currently have a 1440P 240Hz oled monitor. The other is $1500+ more expensive.It’s an absolute monster in games and in benchmarks. It’s literally the fastest 3070 Ti on the market, mainly due to it being 150w and able to cool it.The RGB in front is nice. Not too bright or in the way.The CPU is unlocked and with a little bit of tweaking you can undervolt to increase battery runtime, which isn’t great. But undervolting also allows your cpu to run higher clocks in its power envelope.Overall a super fast machine with the BEST display on the market.",OLED screen makes this laptop special.,"Reviewed in the United States 🇺🇸 on December 29, 2022",True,5.0
B09RB9Z4Z2,"Playing a game GPU reaches 83 Celsius, and the fans kick in at full power - it is unbearable to play in this gaming notebook without a headset with close cancelation. I don’t recommend this notebook as the loud noise is a deal breaker for me. Did I mention it’s noise? Well, it is unbearable, I’d return this if I could. I rather a lower performance one than this airplane turbine on my desk.",Fan noise is Extremely loud,"Reviewed in the United States 🇺🇸 on November 11, 2022",True,3.0
B09RB9Z4Z2,The screen is just unbelievably good hdr is good too but you have to adjust it for each game you playThe performance is unreal for a laptop i get the same fps as my 3070 pc on monster hunter world but the laptop is more stableIn overwatch i get more fpsalso its cool it doesnt heat up that muchIf you want a laptop in this price range this is it imo its better than getting a 1080p rtx 3080 unless your a pro competitive gamer,Extremely amazing screen,"Reviewed in the United States 🇺🇸 on December 27, 2022",True,5.0
B09RB9Z4Z2,"This laptop has been very practical for gaming and working on it flawlessly. I  do some video and photo editing and this thing processes everything quick!! The actual keyboard is good and the RGB keys and front bar are really cool for a laptop.Battery is almost a joke, this thing eats up the battery quick.. and the charger is pretty much a brick, so it is ""portable"" but just not convenient!... That being said, it is still a laptop and a monster when it comes to video processing. Great investment.",Super fast!,"Reviewed in the United States 🇺🇸 on December 13, 2022",True,5.0
B09RB9Z4Z2,"This laptop is superb!The screen quality is fantastic and the oled screen has some deeper contrast!! The gpu pushes hard allowing for some really high fps gaming with the qled. Fan noise can be a little loud but there are options to lessen that. The speakers aren't the best and headphones might be a good choice, but they get the job done for casual gaming sessions. I downloaded the updates for everything and initially I had the infamous color fade issue, however I discovered that you can actually go into MSI True Color which is an app pre-installed and manually just change the colors back to vibrant and BOOM all fixed meaning no craziness involving reinstalling graphics drivers. This is a great gaming laptop and definitely recommend it.",Amazing!,"Reviewed in the United States 🇺🇸 on October 7, 2022",True,5.0
B09RB9Z4Z2,"It games over 100 fps in most games. The mux switch keeps the keyboard super cool. It’s a pain to set up but that’s the trade off with a fully customizable system. I have both the ram and gpu over clocked 50hz and runs as smooth as butter. The keyboard and the mystic light looks great. I like the keyboard and it’s big font and buttons even if the travel is short and mouse pad is great if you speed up the in mouse settings.  If your thinking for college or travel, the brick it comes with is a bit ridiculous and is definitely a pain to lug around. That is the biggest minus besides the battery but no 12 gen intel machine seems to be great at battery life. The screen is smooth as butter and I play Halo at 150fps avg. I hadn’t played in years and I keep smoking people,!so with this setup, you got no excuse but to get gud.",It’s a gaming beast!,"Reviewed in the United States 🇺🇸 on July 13, 2022",True,5.0
B09RB9Z4Z2,The screen is the best oled I have ever seen in person the 3070ti chews through games nearly as good as my desktop 3090,Amazing oled screen,"Reviewed in the United States 🇺🇸 on January 8, 2023",True,5.0
B09RB9Z4Z2,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     as of right now all I can say is this machine is a beast. I do have to admit I did not except for so many of the drivers to be so out of date for something so new. I would recommend to update everything as soon as you receive the laptop. MSI Center was giving me some issues where Mystic Light would not open up, all it took was an update to resolve the issue. Also the RGB Light bar on the bottom is SteelSeries brand and will not show up under MSI Center. You will need to get SteelSeries GG client. I still have a bit of learning curb haven't had a new PC or Laptop in ages but so far I am loving it.Also uploaded a video of hardware info in case anyone is worried. Again loving the this machine",Drivers......,"Reviewed in the United States 🇺🇸 on March 21, 2022",True,5.0
B09RB9Z4Z2,Got what is describe and surprisingly less bloatware installed in the machine.,Highly recommended laptop.,"Reviewed in the United States 🇺🇸 on June 8, 2022",True,4.0
B09RB9Z4Z2,The good:OLED panel is to die for.The cpu is very fastThe 3070 Ti is more than enough for modern games.The bad:Cheap hingeCheap mouse padVery loudBroke during bios update,Died during Bios update,"Reviewed in the United States 🇺🇸 on February 12, 2023",True,2.0
B09RB9Z4Z2,Fast delivery. Very good product,Exceptional,"Reviewed in the United States 🇺🇸 on October 23, 2022",True,5.0
B09RB9Z4Z2,"I DO NOT RECOMEND BUYING THIS LAPTOP!!!!The Intel Core i9-12900HK RTX 3080TI is just too much for a laptop. This thing got so damn hot it was ridiculous. The area above the keyboard, under the screen was so hot I literally could not even touch it!I downloaded a temp core checker and multiple cores 5 to 6 were maxed out at 95 to 100c and the other cores were almost maxed at 75-85!!! I'm 100% sure If I were to play games for a good 8-10 hours on this machine it would start shutting off due to heat issues.I had the laptop sitting on a laptop cooler with THREE FANS and had the built in fan boost going, it didn't help at all.I splurged and bought ""the biggest, and baddest laptop"" on the market. I cannot express the disappointment I'm feeling returning this machine only after 4 days.I DO NOT RECOMEND BUYING THIS LAPTOP!!!!",TOO DAMN HOT!,"Reviewed in the United States 🇺🇸 on April 23, 2022",True,2.0
B09RB9Z4Z2,"Love it, its really a great piece of kit. 240hz screen is really really nice, and great colors. My only complaint is that it is rather difficult to get the lower case off in order to add an SSD in.",Super fast and awesome laptop,"Reviewed in the United States 🇺🇸 on April 8, 2022",True,5.0
B09RB9Z4Z2,"I am disappointed with my experience so far. I was really looking forward to enjoying this laptop, but once I got it out of the box and started tinkering with the configuration, I immediately noticed the little nick on the screen. At first, I thought it may have been a piece of dirt or debris, but nope, it's permanent. Is it some bit of damage/manufacturing defect?I am unsure, but this is unacceptable for a device that costs over two grand.I've initiated the amazon return process, but I am second-guessing if I will go through with a re-purchase.Others, please do with this information what you will.Best,Robin","It came with a damaged screen, so I am disappointed so far...","Reviewed in the United States 🇺🇸 on November 6, 2022",True,1.0
B09RB9Z4Z2,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Whenever I took the charging out, it started seizing. Very disappointed- I need to make music and it’s getting ridiculous at this point.","Don’t buy this computer, or if you do- don’t update drivers (sarcasm)","Reviewed in the United States 🇺🇸 on August 11, 2022",True,1.0
