asin,text,title,location_and_date,verified,rating
B08FT3ZMF3,"I have literally bought 5+ pair of Sennheiser MX-680 over the years, because they sound great, and work for my purposes with same situation Sansa Clip+ MP3 players (way more than 5+) for about 12 years. Both of those devices are rare now, and I am facing the fact that it's time to get into the modern era. I download about 25 podcasts on Sunday to listen to while I toil at my job all week. I have tested and returned several devices in the last month or so, but I have held on to these earbeans. If you have seen or own a set, you know why I refer to them as earbeans. They sound and/or fit better than 3 other wireless sets that I have tried. More consistent bluetooth connections with several devices, and may even sound better than the wired Sennheisers on my gaming laptop... They tend to work their way out of my ears gradually requiring me to push them back in a little after a couple hours, but it beats the alternative of having my ears clogged with silicone ear tips which I don't care for. Weirdest thing I have to complain about is that when I go outdoors, the bluetooth connection gets real flukey. I don't understand it, but when I am indoors or in a car, it's perfect. When I step outside, it's in and out (same with Raycons which I tested at the same time)... Finally, when paired with my Galaxy S8 (yes I am old and don't buy a new phone every year or less), I can't seem to get them loud enough, but I think that's the nanny nature of the phone not wanting to damage one's hearing and not so much the earbeans because they will go much louder on the PC... Take it from someone who will reject anything of questionable quality, these are good. Raycon on the other hand (at $55 more) - going back.",Noob with BlueTooth Earbuds somewhat impressed with these EARBEANS!,"Reviewed in the United States on March 25, 2023",True,4.0
B08FT3ZMF3,"When I first got this earbuds I was not too sure how comfortable it would fit my ears. First day of wearing it for more than 5 hours, it hurt near my ear canals. But after wearing it constantly everyday, it feels normal. I personally wouldnt buy it for noise cancellation ability. The bass is really good. But the most important point of this earbuds is its battery life. Almost 8 hours of it is insane for a person that constantly uses it (without noise cancellation). Overall I would recommend it",Is not your regular type of earbuds,"Reviewed in the United States on March 27, 2023",True,5.0
B08FT3ZMF3,"These earbuds are different from most that they don't require a rubber plug to sit directly in the ear canal. IF the shape of your ears is compatible, they sit in a bend of the outer ear. The online manual shows and illustration whereby the buds are held ""correctly"" in a more or less vertical position, and ""incorrectly"" in a more horizontal position. There's no way that the earbuds will provide good sound in my ears in the ""correct"" position, but luckily the ""incorrect"" position is fine. I would not expect the full fidelity of a pair of expensive in-ear earbuds, but they are certainly sufficient for casual listening to music, and have sufficient bass and treble response. I especially like that they can be charged in their battery-containing case, and that the case itself can be charged wirelessly with or without the earbuds inside. As far as noise cancellation is concerned, that is not what I purchased these earbuds for, and I would imagine it would not be anywhere nearest effective as something that creates an actual physical seal. I find that I can walk around with them without having to worry about them falling out, but as far as intense physical activity, probably not. Again, it all depends on how well these fit in your ears.","Small, not really ""in ear""","Reviewed in the United States on January 13, 2023",True,4.0
B08FT3ZMF3,"I would compare the Buds Live to the Sony Linkbuds as far as an open ear bud.  The Sony has some decent mids and highs, and are a bit more open.  These only imply bass.  The Samsung buds have way more bass response, highs are there, but a little more quiet.  The Buds live feel a touch less open.  A tweek ro the equalizer made a big difference, however.Between the two, I'm picking the Samsung Buds Live.  Way better value in my amateur opinion.",Better value over Sony Linkbuds open ear.,"Reviewed in the United States on March 8, 2023",True,5.0
B08FT3ZMF3,"My husband got a pair of these from his work. He used them relentlessly for 3 days, and then they disappeared out of his box. Still not sure where they went. His birthday was coming up, so I ordered these to replace his. He was so happy, and uses them all the time for his night job.Great sound, perfect for phone calls (I can actually hear and understand him!), comfortable. Would recommend.",Bought for my sweet husband.,"Reviewed in the United States on March 14, 2023",True,5.0
B08FT3ZMF3,The quality and lifetime of the headphones are amazing. Sits in my ears comfortable and does not fall out of my ears. Quality of the speakers are great.,Best quality for wireless ear bud.,"Reviewed in the United States on March 31, 2023",True,5.0
B08FT3ZMF3,"Samsung Buds Live feels comfortable in the ears and sound great all at a reasonable price. Music sounds great while listening at loud levels and phone conversations are pretty clear. I would say these are a high quality pair of earbuds without breaking the bank. Thumbs up to the seller for prompt shipping, new in the box  as advertised, and great pricing.",Great price brand new in the box,"Reviewed in the United States on February 28, 2023",True,4.0
B08FT3ZMF3,"I do like the simplicity of the esr buds and how they easily connected to my desktop but I have to say when I tried my new Raycon (Red) ear buds they give you more options in sound quality type and adjustments. Before I made any adjustments the sound quality was much better than these, But for the money these will do the job.",The sound quality is not as good as raycon,"Reviewed in the United States on February 24, 2023",True,4.0
B08FT3ZMF3,I splurged and bought these.  I barely hear any background noise and I don't have to stop every few minutes to adjust the fit.  The sound is sharp.,"Great Earbuds, Good Fit","Reviewed in the United States on March 24, 2023",True,5.0
B08FT3ZMF3,"Love every feature that this model offered.  However, I give a thump down when it came to staying in my ear: fell out my ear to many time to count, even after using encluded items.  Return them with-in 48hrs",Returned with-in 48hrs,"Reviewed in the United States on March 9, 2023",True,4.0
B08FT3ZMF3,"I like it a lot, I had issues getting it but when I received it it’s been wonderful",Battery life,"Reviewed in the United States on March 31, 2023",True,5.0
B08FT3ZMF3,"They stay in nicely and don't slip out.Sound quality is quite good even when using only one.Love that the charger and buds charge simultaneously.They're meant to fit snug in your ears and if you have smaller ears like mine, the fit might hurt, but its bearable.",Quite happy,"Reviewed in the United States on February 27, 2023",True,4.0
B08FT3ZMF3,"Best Samsung buds. They are very comfortable. The noise canceling is basically non existent. But who cares, that's not why you buy these.",Super comfortable,"Reviewed in the United States on March 25, 2023",True,5.0
B08FT3ZMF3,I've had this set for 3 years and my puppy chewed them up i immediatly bought a new pair I Iove the sound and bass quality plus they stay charged for with constant use about 8 hrs then I usually have to charge em up. I've had many wireless earbuds and these are my absolute fav super comfortable and fit snuggly in the earlobe,Durability and sound quality,"Reviewed in the United States on March 5, 2023",True,5.0
B08FT3ZMF3,Love the sound quality.  They don't fall out either.  And I don't stay still.,I even like using them one at a time.,"Reviewed in the United States on March 29, 2023",True,5.0
B08FT3ZMF3,"El artículo super bueno muy buen sonido y larga duración de batería, no me tengo que preocupar en cargarlos a cada rato, es super practico llevarlos a donde quiera",Super recomendado para los amantes de la música,"Reviewed in the United States on March 20, 2023",True,5.0
B08FT3ZMF3,Bought these because I hate in ear earbuds and wanted something in the Samsung ecosystem.Unfortunately they don't fit in my ears and are uncomfortable.At least the audio quality is good with plenty of bass and the noise canceling is good at those low frequencies,Great earbuds just doesn't fit everyone.,"Reviewed in the United States on March 9, 2023",True,5.0
B08FT3ZMF3,"Very nice-looking. Very practical little case. At least from my side the buds fit just fine in ears. Sound is even better than a previous similar set I had from JBL (bulkier than this set). I have been using them for less than a month, so if there is any update I will post it.... Shipping was also flawless.",Way beyond my expectations!,"Reviewed in the United States on March 3, 2023",True,5.0
B08FT3ZMF3,These were given as a gift and they said the sound quality is great,Perfect gift,"Reviewed in the United States on March 29, 2023",True,5.0
B08FT3ZMF3,Fits comfortably in ears. I like that listening to music I can still hear my surroundings. I know this may be a negative to others but definitely a plus for me.  Music quality is great. My only negative is the tap control is a little hard to find.,Two thumbs up!!,"Reviewed in the United States on February 22, 2023",True,4.0
B08FT3ZMF3,"Love them, only down side hurts my ears cuz of the shape",Great minus the fit,"Reviewed in the United States on March 16, 2023",True,4.0
B08FT3ZMF3,Magically stick in the ear very well.  Takes some adjusting but these have great sound quality!,Works wonders!,"Reviewed in the United States on March 23, 2023",True,5.0
B08FT3ZMF3,I don't like anything in my ear. I wear these on top of my ear. The sound is prefect! In and on the ear.,Great!!,"Reviewed in the United States on March 18, 2023",True,5.0
B08FT3ZMF3,It works perfectly but I have a problem that after a few minutes wearing it my ears hurt a lot. It might be because I have tiny ears idk,It might hurt your ears,"Reviewed in the United States on March 1, 2023",True,4.0
B08FT3ZMF3,These ear buds sound great and have a good battery life. The noise canceling is nice but not a feature I use much. I use these to listen to music and audio books. The only time I have an issue is when they shift in my ear and the sound drops off then comes back. That's the only reason for 4 stars. If I needed another pair of ear buds I would probably buy the same ones.,Great ear buds,"Reviewed in the United States on January 29, 2023",True,4.0
B08FT3ZMF3,"Perfect size and stays in your ear comfortably when you put them on right. No problems with mine, pretty red color and nice loud sound",The best headphones hands down!,"Reviewed in the United States on March 17, 2023",True,5.0
B08FT3ZMF3,Good,Good,"Reviewed in the United States on April 3, 2023",True,5.0
B08FT3ZMF3,"I absolutely LOVE these. They are a Lil painful at first but just like shoes, they have to be worn in and now they are just the most comfortable headphones I've ever had.",❤❤❤,"Reviewed in the United States on March 10, 2023",True,5.0
B08FT3ZMF3,great sound but the tips don't fit my ears,buds live,"Reviewed in the United States on March 8, 2023",True,4.0
B08FT3ZMF3,"As the title states, these are some of the beat earbuds I have used! The noise dampening works great and the sound quality is superb!",Best earbuds I've used so far,"Reviewed in the United States on March 12, 2023",True,5.0
B08FT3ZMF3,Work well.,Ear bud,"Reviewed in the United States 🇺🇸 on March 4, 2023",True,4.0
B08FT3ZMF3,"Buen sonido, durabilidad de la batería, fácil uso",Excelente calidad,"Reviewed in the United States 🇺🇸 on March 17, 2023",True,5.0
B08FT3ZMF3,It is too easy to fall out of your ears.,It is not noisy,"Reviewed in the United States 🇺🇸 on February 23, 2023",True,4.0
B08FT3ZMF3,"I have small ears, so after a bit my ears get sore. Sound great, feels premium.",Uncomfortable after a few hours,"Reviewed in the United States 🇺🇸 on February 17, 2023",True,4.0
B08FT3ZMF3,Overall they are great just wish the battery life was a little better.,Great for about 2 hrs of use before a charge is needed,"Reviewed in the United States 🇺🇸 on March 13, 2023",True,5.0
B08FT3ZMF3,The volume decibels stink,Very hard to hear even with volume all the way up,"Reviewed in the United States 🇺🇸 on March 19, 2023",True,5.0
B08FT3ZMF3,Price is right!,Nice,"Reviewed in the United States 🇺🇸 on March 18, 2023",True,5.0
B08FT3ZMF3,Love them,Sound quality,"Reviewed in the United States 🇺🇸 on March 21, 2023",True,5.0
B08FT3ZMF3,"Enjoy taking these with me everywhere, as the case easily fits in any pocket. The earbuds sit well in my ear, and provide great volume; turning earbud volume on high and phone volume on high hurts, usually have both about half. A little on the touch sensitive side, as earbuds often pause or skip music, even if that's not what I intended. These earbuds have a noise canceling function, but that's not the primary design (suggest getting something else, if that's your primary reason). Battery life is excellent for their size; used continually for almost 5 hours (noise canceling function off). Case will completely recharge earbuds twice, without being plugged in. The only complaint is that I have to constantly adjust the earbuds if I'm doing rigorous exercise or work; they've fallen out during runs. This is a good purchase for me, as I don't mind having a general purpose set of earbuds, and a few other headphones for specific situations.","Great for casual use, not so great for workout.","Reviewed in the United States 🇺🇸 on November 12, 2022",True,4.0
B08FT3ZMF3,Otherwise good,tapping is a little finicky..,"Reviewed in the United States 🇺🇸 on March 19, 2023",True,5.0
B08FT3ZMF3,"Not very loud unless you have on 360° sound. With tiny ears I was surprised they even fit, but they do hurt after a short amount of time. Plus, even with touches turned off I've accidentally hung up on people from adjusting them so they don't fall out. I really do prefer my old samsung pro buds compared to these. These hardly even muffle noise let alone cancel it. They function okay as a backup pair for the gym if I forget my old ones, but if I have the old ones? Missing ear holder and everything is choose those instead of these.",I'd rather have the pro,"Reviewed in the United States on April 1, 2023",True,3.0
B08FT3ZMF3,I lost one of my earbuds. And I didn't hesitate to purchase another pair I had my original version about 2years. I love these better then the newest versions.  Samsung products are excellent and please understand this product works to its full potential if you have a Samsung phone. So don't complain if you have a different model phone. Common sense isn't common anymore,Worth it,"Reviewed in the United States on February 15, 2023",True,5.0
B08FT3ZMF3,Bonitos,Durables,"Reviewed in the United States on March 19, 2023",True,5.0
B08FT3ZMF3,"Wow this is a future? Awesome. Absolutely perfect. Very simple to connect multiple  devices working excellent. Fast charging. Perfect fit in my ear excellent quality  sound auto start stop videos music until I do calls. When I listen music from my laptop or watching videos and on my phone coming a call automatically stop the video or music and switch over to the phone and when I finish the call turn back to the laptop and start my videos or music. I absolutely love this, worth every penny :)",The best earbuds ever I owned,"Reviewed in the United States on January 31, 2023",True,5.0
B08FT3ZMF3,Quick and exactly what I needed for a great price.,Great buy for me,"Reviewed in the United States on March 8, 2023",True,5.0
B08FT3ZMF3,"The buds work fine. They integrate well with the Galaxy 22 Ultra which is set up already for them. What I don't like is the battery life lasts for less than 90 minutes and then they need recharging. I wish I could plug in earphones to the phone but for obvious reasons (selling us earbuds), the new phones don't seem to include the option to plug in earphones.",Low battery life,"Reviewed in the United States on January 6, 2023",True,4.0
B08FT3ZMF3,I had my previous for well over a year and they were washed and abused due to my job doing epoxy and floor polishing. Held up and always lasted for a day&1/2 on a full charge only thing that did them in was getting run over by a truck.,The best!,"Reviewed in the United States on February 20, 2023",True,5.0
B08FT3ZMF3,I live everything about this ear bud,Ear bud,"Reviewed in the United States on March 10, 2023",True,5.0
B08FT3ZMF3,Work well for me,Works on all platforms for Samsung,"Reviewed in the United States on March 11, 2023",True,5.0
B08FT3ZMF3,"I have always purchased cheaper ear buds until these. Worth the money spent. The sound quality is great! I was worried about them fitting in my ears and falling out when I run, but have not had any issues whatsoever. 100% happy.",Worth the money!,"Reviewed in the United States on February 15, 2023",True,5.0
